路径ID,路径描述,间接效应均值,间接效应HDI下限,间接效应HDI上限,间接效应标准差,直接效应均值,直接效应HDI下限,直接效应HDI上限,直接效应标准差,总效应均值,总效应HDI下限,总效应HDI上限,总效应标准差,中介比例,中介比例百分比,主要影响类型,影响强度,间接效应方向,直接效应方向,中介类型,显著性概率,是否显著,正向效应概率,负向效应概率,结论
500,检验_红细胞压积 → 检验_红细胞分布宽度CV → 检验_血小板,0.0389,-0.0071,0.0806,0.0234,0.1542,0.0405,0.2671,0.062,0.1931,0.0793,0.2936,0.0581,0.3891,38.9,直接影响,强,正向中介,正向直接效应,部分中介,0.9545,是,0.9545,0.0455,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为38.9%。
501,检验_红细胞压积 → 检验_红细胞分布宽度CV → 检验_磷,0.0599,0.0174,0.108,0.0246,0.0365,-0.0838,0.1471,0.0624,0.0964,-0.0176,0.1992,0.0586,0.7884,78.8,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,0.9945,是,0.9945,0.0055,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为78.8%。
502,检验_红细胞压积 → 检验_红细胞分布宽度CV → 检验_镁,0.0924,0.0433,0.1455,0.0269,0.0459,-0.0679,0.1594,0.0616,0.1383,0.0244,0.239,0.0581,0.8662,86.6,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为86.6%。
503,检验_红细胞压积 → 检验_红细胞分布宽度CV → 检验_谷草/谷丙,0.0687,0.0236,0.1177,0.0252,0.174,0.0634,0.2858,0.0599,0.2428,0.1365,0.3443,0.0559,0.303,30.3,直接影响,强,正向中介,正向直接效应,部分中介,0.9985,是,0.9985,0.0015,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为30.3%。
504,检验_红细胞压积 → 检验_红细胞 → 检验_血红蛋白,0.23,0.1743,0.2949,0.032,0.386,0.2969,0.469,0.0461,0.616,0.5272,0.6979,0.0451,0.3742,37.4,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为37.4%。
505,检验_红细胞压积 → 检验_红细胞 → 疾病_贫血,0.0835,0.0197,0.148,0.0344,0.1135,-0.0019,0.2363,0.0645,0.197,0.0828,0.2957,0.0562,0.5037,50.4,直接影响,强,正向中介,正向直接效应,部分中介,0.994,是,0.994,0.006,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为50.4%。
506,检验_红细胞压积 → 检验_红细胞 → 检验_白蛋白,0.1114,0.0467,0.1773,0.0344,0.1754,0.0467,0.291,0.0654,0.2868,0.1879,0.3959,0.0566,0.4049,40.5,直接影响,强,正向中介,正向直接效应,部分中介,0.9995,是,0.9995,0.0005,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为40.5%。
507,检验_红细胞压积 → 检验_红细胞 → 疾病_白内障,0.0394,-0.0208,0.107,0.0337,-0.0556,-0.175,0.0753,0.0666,-0.0163,-0.1214,0.09,0.0568,-1.3544,-135.4,直接影响,强,正向中介,负向直接效应,完全中介,0.8855,否,0.8855,0.1145,该路径的中介效应不显著。 中介效应强度为完全中介，中介比例为-135.4%。
508,检验_红细胞压积 → 检验_直接胆红素 → 检验_总胆汁酸,0.0209,-0.0115,0.0546,0.0177,0.0066,-0.0959,0.1223,0.0577,0.0275,-0.08,0.1436,0.0599,0.1649,16.5,间接影响（中介效应）,强,正向中介,正向直接效应,弱中介,0.8925,否,0.8925,0.1075,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为16.5%。
509,检验_红细胞压积 → 检验_直接胆红素 → 检验_碱性磷酸酶,0.0224,-0.0098,0.0562,0.0184,0.1748,0.0787,0.2853,0.0551,0.1972,0.0916,0.3059,0.0581,0.1157,11.6,直接影响,强,正向中介,正向直接效应,弱中介,0.897,否,0.897,0.103,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为11.6%。
510,检验_红细胞压积 → 检验_直接胆红素 → 药物_盐酸羟考酮缓释片,0.0243,-0.0106,0.0619,0.0198,0.1187,0.0215,0.2302,0.0551,0.1431,0.0393,0.2508,0.0583,0.1595,15.9,直接影响,强,正向中介,正向直接效应,弱中介,0.899,否,0.899,0.101,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为15.9%。
511,检验_红细胞压积 → 检验_直接胆红素 → 检验_总胆红素,0.0396,-0.0213,0.0952,0.0316,-0.0834,-0.1724,0.0094,0.0484,-0.0438,-0.1485,0.0709,0.0586,0.9239,92.4,直接影响,强,正向中介,负向直接效应,完全中介,0.906,否,0.906,0.094,该路径的中介效应不显著。 中介效应强度为完全中介，中介比例为92.4%。
512,检验_红细胞压积 → 检验_直接胆红素 → 疾病_泌尿系感染,-0.0085,-0.0248,0.005,0.0083,0.1185,0.0039,0.2271,0.0595,0.11,-0.0007,0.2214,0.06,0.0198,2.0,直接影响,强,负向中介,正向直接效应,弱中介,0.8895,否,0.1105,0.8895,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为2.0%。
513,检验_红细胞压积 → 药物_碳酸氢钠片 → 检验_磷,0.0288,0.0031,0.0535,0.0142,0.0685,-0.0494,0.1725,0.0582,0.0973,-0.0167,0.2061,0.0582,-0.0039,-0.4,直接影响,强,正向中介,正向直接效应,弱中介,0.9945,是,0.9945,0.0055,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为-0.4%。
514,疾病_脑梗死 → 药物_肝素钠注射液 → 药物_氯化钠注射液,0.2833,0.2107,0.3614,0.0399,-0.0044,-0.1135,0.1074,0.059,0.2789,0.1783,0.3822,0.055,1.0549,105.5,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为105.5%。
515,疾病_脑梗死 → 疾病_糖尿病性视网膜病变 → 疾病_白内障,0.008,-0.0238,0.0368,0.0162,-0.0373,-0.1454,0.0642,0.0564,-0.0293,-0.1378,0.0781,0.0584,0.2664,26.6,直接影响,强,正向中介,负向直接效应,部分中介,0.6875,否,0.6875,0.3125,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为26.6%。
516,疾病_脑梗死 → 疾病_糖尿病性视网膜病变 → 药物_厄贝沙坦片,0.007,-0.0173,0.0335,0.0136,0.0216,-0.0846,0.1415,0.0599,0.0286,-0.0877,0.141,0.0611,0.2847,28.5,直接影响,强,正向中介,正向直接效应,部分中介,0.7055,否,0.7055,0.2945,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为28.5%。
517,检验_胆碱酯酶 → 检验_前白蛋白 → 检验_镁,0.1656,0.1,0.2432,0.0378,0.0439,-0.0788,0.1603,0.0642,0.2095,0.098,0.3074,0.0568,0.8579,85.8,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为85.8%。
518,检验_胆碱酯酶 → 检验_前白蛋白 → 检验_总胆红素,0.168,0.1011,0.238,0.037,0.0743,-0.0562,0.1883,0.0644,0.2423,0.134,0.346,0.0571,0.7349,73.5,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为73.5%。
519,检验_平均血红蛋白含量 → 疾病_贫血 → 药物_琥珀酸亚铁片,0.0435,0.0129,0.075,0.0174,0.0424,-0.064,0.1527,0.0584,0.0859,-0.0212,0.1944,0.059,0.5451,54.5,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为54.5%。
520,检验_总胆汁酸 → 检验_转肽酶 → 疾病_恶性肿瘤维持性化学治疗,0.0868,0.0432,0.1299,0.0239,0.0232,-0.084,0.1286,0.0574,0.11,0.0065,0.2206,0.0576,1.2833,128.3,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为128.3%。
521,检验_总胆汁酸 → 检验_转肽酶 → 检验_碱性磷酸酶,0.129,0.0746,0.1814,0.0294,0.0875,-0.0104,0.1895,0.0537,0.2165,0.1138,0.3179,0.0565,0.6314,63.1,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为63.1%。
522,检验_总胆汁酸 → 检验_转肽酶 → 药物_骨化三醇胶丸,-0.0027,-0.0358,0.0334,0.0179,-0.0356,-0.1474,0.0813,0.0622,-0.0383,-0.1471,0.0719,0.0595,0.829,82.9,直接影响,强,负向中介,负向直接效应,完全中介,0.565,否,0.435,0.565,该路径的中介效应不显著。 中介效应强度为完全中介，中介比例为82.9%。
523,检验_总胆汁酸 → 检验_转肽酶 → 疾病_非毒性单个甲状腺结节,0.0392,0.0048,0.0777,0.0191,0.0271,-0.0945,0.138,0.0619,0.0663,-0.0484,0.1721,0.0593,1.1763,117.6,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,0.987,是,0.987,0.013,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为117.6%。
524,检验_白细胞 → 检验_中性粒细胞数量 → 检验_单核细胞数量,0.1316,0.0658,0.202,0.0365,0.1411,0.0171,0.2567,0.0638,0.2727,0.1737,0.3813,0.0558,0.5035,50.3,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为50.3%。
525,检验_白细胞 → 检验_中性粒细胞数量 → 检验_镁,0.0821,0.015,0.1474,0.0352,-0.0135,-0.1417,0.1114,0.0673,0.0687,-0.0376,0.184,0.0584,4.5317,453.2,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.9935,是,0.9935,0.0065,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为453.2%。
526,检验_白细胞 → 检验_中性粒细胞数量 → 药物_复方鲜竹沥液,0.0499,-0.0186,0.1162,0.0361,-0.0315,-0.1645,0.0872,0.0668,0.0184,-0.0919,0.1165,0.0567,-1.6135,-161.3,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.923,否,0.923,0.077,该路径的中介效应不显著。 中介效应强度为完全中介，中介比例为-161.3%。
527,检验_白细胞 → 检验_中性粒细胞数量 → 药物_苯磺酸氨氯地平片,-0.066,-0.1343,0.0009,0.0361,-0.0079,-0.1206,0.1296,0.0679,-0.0739,-0.1786,0.0366,0.0578,-6.9794,-697.9,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,0.971,是,0.029,0.971,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为-697.9%。
528,检验_白细胞 → 药物_二羟丙茶碱注射液 → 药物_阿卡波糖片,-0.0255,-0.0626,0.0142,0.0202,0.0062,-0.1058,0.1071,0.0561,-0.0193,-0.1384,0.0864,0.0592,1.3551,135.5,间接影响（中介效应）,强,负向中介,正向直接效应,完全中介,0.9035,否,0.0965,0.9035,该路径的中介效应不显著。 中介效应强度为完全中介，中介比例为135.5%。
529,检验_白细胞 → 药物_二羟丙茶碱注射液 → 药物_富马酸比索洛尔片,-0.0137,-0.0374,0.0096,0.0125,0.0829,-0.0279,0.1914,0.0593,0.0692,-0.0408,0.1833,0.0605,-0.5099,-51.0,直接影响,强,负向中介,正向直接效应,部分中介,0.8875,否,0.1125,0.8875,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为-51.0%。
530,检验_白细胞 → 药物_二羟丙茶碱注射液 → 药物_酒石酸美托洛尔片,-0.0212,-0.0568,0.0088,0.0175,-0.027,-0.1326,0.0716,0.0542,-0.0482,-0.1571,0.0584,0.0573,-0.2007,-20.1,直接影响,强,负向中介,负向直接效应,部分中介,0.9005,否,0.0995,0.9005,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为-20.1%。
531,检验_白细胞 → 药物_二羟丙茶碱注射液 → 药物_维生素C注射液,-0.0197,-0.0496,0.0085,0.0159,0.0868,-0.034,0.1832,0.0577,0.0671,-0.0514,0.1694,0.0596,-5.0048,-500.5,直接影响,强,负向中介,正向直接效应,完全中介,0.9095,否,0.0905,0.9095,该路径的中介效应不显著。 中介效应强度为完全中介，中介比例为-500.5%。
532,疾病_胆囊结石 → 疾病_脂肪肝 → 检验_C反应蛋白,-0.0634,-0.1028,-0.0245,0.0215,-0.0452,-0.1534,0.0748,0.0613,-0.1086,-0.2162,0.0008,0.0584,0.4782,47.8,间接影响（中介效应）,强,负向中介,负向直接效应,部分中介,0.999,是,0.001,0.999,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为47.8%。
533,疾病_胆囊结石 → 疾病_脂肪肝 → 疾病_糖尿病性周围血管病,0.076,0.0327,0.1225,0.0239,0.1393,0.0299,0.251,0.0605,0.2153,0.1096,0.3275,0.0582,0.3863,38.6,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为38.6%。
534,疾病_胆囊结石 → 疾病_脂肪肝 → 疾病_肺恶性肿瘤,0.1037,0.0584,0.154,0.026,-0.1624,-0.2676,-0.0451,0.059,-0.0588,-0.1731,0.0407,0.0579,-40.4312,-4043.1,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-4043.1%。
535,疾病_胆囊结石 → 检验_钙 → 检验_嗜碱性粒细胞比率,0.002,-0.0068,0.013,0.0053,0.0649,-0.0429,0.178,0.0593,0.067,-0.0381,0.1855,0.0595,0.0117,1.2,直接影响,强,正向中介,正向直接效应,弱中介,0.6455,否,0.6455,0.3545,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为1.2%。
536,疾病_脂肪肝 → 疾病_胆囊结石 → 检验_钙,0.0023,-0.041,0.0379,0.0206,-0.1031,-0.2153,0.0114,0.0622,-0.1008,-0.214,-0.0009,0.0576,0.0373,3.7,直接影响,强,正向中介,负向直接效应,弱中介,0.5355,否,0.5355,0.4645,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为3.7%。
537,疾病_脂肪肝 → 疾病_胆囊结石 → 药物_盐酸二甲双胍片,0.0739,0.0311,0.1187,0.0234,0.2159,0.1087,0.3257,0.0585,0.2899,0.1852,0.391,0.056,0.2645,26.5,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为26.5%。
538,疾病_脂肪肝 → 疾病_胆囊结石 → 药物_甲钴胺片,0.0607,0.0174,0.105,0.0236,-0.0531,-0.1681,0.0628,0.0622,0.0077,-0.1038,0.1142,0.0592,-6.9965,-699.6,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.9975,是,0.9975,0.0025,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为-699.6%。
539,疾病_脂肪肝 → 检验_C反应蛋白 → 药物_复方鲜竹沥液,-0.0612,-0.1018,-0.029,0.0202,0.0604,-0.0555,0.168,0.059,-0.0007,-0.1196,0.1104,0.061,-2.1575,-215.8,间接影响（中介效应）,强,负向中介,正向直接效应,完全中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为-215.8%。
540,疾病_脂肪肝 → 检验_C反应蛋白 → 疾病_低钾血症,-0.0742,-0.1167,-0.0338,0.0225,0.0419,-0.0539,0.1524,0.0554,-0.0323,-0.1374,0.0771,0.0576,0.4285,42.8,间接影响（中介效应）,强,负向中介,正向直接效应,部分中介,0.9995,是,0.0005,0.9995,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为42.8%。
541,疾病_脂肪肝 → 检验_C反应蛋白 → 检验_总蛋白,-0.0415,-0.0721,-0.0124,0.0165,-0.0947,-0.2005,0.0194,0.059,-0.1361,-0.2563,-0.0338,0.0596,0.4547,45.5,直接影响,强,负向中介,负向直接效应,部分中介,1.0,是,0.0,1.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为45.5%。
542,疾病_脂肪肝 → 疾病_糖尿病性周围血管病 → 疾病_血糖控制不佳,0.1454,0.0836,0.2043,0.033,0.0085,-0.0897,0.1051,0.053,0.1538,0.0517,0.2638,0.058,0.9273,92.7,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为92.7%。
543,疾病_脂肪肝 → 疾病_肺恶性肿瘤 → 疾病_前列腺增生,0.0287,0.0002,0.0617,0.0165,-0.0239,-0.138,0.0892,0.0603,0.0048,-0.1123,0.1041,0.0577,-0.2622,-26.2,间接影响（中介效应）,强,正向中介,负向直接效应,部分中介,0.972,是,0.972,0.028,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为-26.2%。
544,疾病_脂肪肝 → 疾病_肺恶性肿瘤 → 疾病_恶性肿瘤维持性化学治疗,0.0783,0.0373,0.1195,0.0224,-0.047,-0.1564,0.0676,0.0588,0.0313,-0.0761,0.1394,0.0583,2.0026,200.3,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为200.3%。
545,疾病_脂肪肝 → 疾病_肺恶性肿瘤 → 检验_单核细胞数量,0.0165,-0.0139,0.0468,0.0163,-0.0994,-0.2102,0.0144,0.06,-0.083,-0.1852,0.0287,0.0575,-0.29,-29.0,直接影响,强,正向中介,负向直接效应,部分中介,0.8535,否,0.8535,0.1465,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为-29.0%。
546,检验_钠 → 药物_重组人促红素注射液 → 疾病_尿毒症,0.3328,0.2452,0.4237,0.0481,0.0456,-0.0023,0.0961,0.0262,0.3785,0.2745,0.4726,0.0532,0.8815,88.1,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为88.1%。
547,检验_钠 → 药物_重组人促红素注射液 → 检验_磷,0.1308,0.0807,0.1911,0.0287,0.095,-0.0123,0.2071,0.0588,0.2258,0.1142,0.3325,0.0575,0.6211,62.1,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为62.1%。
548,检验_钠 → 药物_重组人促红素注射液 → 检验_谷丙转氨酶,0.1715,0.1085,0.2272,0.0322,-0.04,-0.151,0.062,0.0576,0.1315,0.0229,0.2411,0.0577,1.3351,133.5,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为133.5%。
549,检验_钠 → 检验_淋巴细胞比率 → 检验_中性粒细胞比率,0.2228,0.1431,0.2952,0.041,-0.1332,-0.2144,-0.0441,0.0454,0.0896,-0.0203,0.1901,0.057,5.9512,595.1,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为595.1%。
550,检验_钠 → 检验_淋巴细胞比率 → 检验_淋巴细胞数量,0.1303,0.0791,0.182,0.0281,0.0351,-0.0648,0.1403,0.0549,0.1654,0.0616,0.2756,0.0571,0.9682,96.8,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为96.8%。
551,检验_钠 → 检验_淋巴细胞比率 → 药物_维生素B6注射液,0.0507,0.0151,0.0948,0.0211,-0.0349,-0.1556,0.0729,0.062,0.0158,-0.0961,0.118,0.0585,1.0701,107.0,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.9965,是,0.9965,0.0035,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为107.0%。
552,检验_钠 → 检验_葡萄糖 → 疾病_肝囊肿,-0.0528,-0.0864,-0.0201,0.0182,-0.0204,-0.1399,0.0896,0.0612,-0.0732,-0.1857,0.0427,0.0604,0.5949,59.5,间接影响（中介效应）,强,负向中介,负向直接效应,部分中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为59.5%。
553,检验_钠 → 检验_葡萄糖 → 疾病_糖尿病,0.1174,0.0664,0.1753,0.0296,-0.1751,-0.2709,-0.0704,0.0539,-0.0576,-0.1661,0.0476,0.0578,3.4166,341.7,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为341.7%。
554,检验_钠 → 检验_葡萄糖 → 药物_地西泮注射液,0.0383,0.0064,0.0692,0.017,-0.0344,-0.1494,0.0718,0.0603,0.0039,-0.1029,0.1137,0.0584,-0.5422,-54.2,间接影响（中介效应）,强,正向中介,负向直接效应,部分中介,0.999,是,0.999,0.001,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为-54.2%。
555,检验_钠 → 检验_葡萄糖 → 药物_碳酸钙片,-0.0073,-0.0344,0.0203,0.014,0.0689,-0.0426,0.1771,0.0593,0.0616,-0.0434,0.1686,0.0576,0.2604,26.0,直接影响,强,负向中介,正向直接效应,部分中介,0.717,否,0.283,0.717,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为26.0%。
556,检验_钠 → 检验_氯 → 药物_单硝酸异山梨酯缓释片,0.0962,0.0407,0.1599,0.0317,-0.0614,-0.1885,0.056,0.0642,0.0348,-0.0687,0.1472,0.0576,3.1388,313.9,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.999,是,0.999,0.001,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为313.9%。
557,检验_钠 → 检验_氯 → 药物_葡萄糖注射液,0.1319,0.0749,0.1936,0.0323,-0.0712,-0.1915,0.0454,0.0638,0.0607,-0.0491,0.1634,0.0578,1.5839,158.4,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为158.4%。
558,检验_嗜酸性粒细胞数量 → 检验_嗜酸性粒细胞比率 → 药物_硝苯地平控释片,-0.035,-0.1125,0.0375,0.0402,-0.0498,-0.1818,0.0879,0.0715,-0.0847,-0.1945,0.0211,0.0574,0.4434,44.3,直接影响,强,负向中介,负向直接效应,部分中介,0.809,否,0.191,0.809,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为44.3%。
559,检验_嗜酸性粒细胞数量 → 检验_嗜酸性粒细胞比率 → 疾病_医疗机构新收治患者及陪护人员,-0.0055,-0.0844,0.0685,0.0403,0.0703,-0.0693,0.1998,0.072,0.0648,-0.0466,0.1682,0.0581,-0.1234,-12.3,直接影响,强,负向中介,正向直接效应,弱中介,0.5675,否,0.4325,0.5675,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-12.3%。
560,检验_嗜酸性粒细胞数量 → 疾病_心功能 → 疾病_不稳定性心绞痛,0.0796,0.031,0.129,0.0267,-0.1207,-0.2326,-0.0319,0.054,-0.0412,-0.1581,0.0603,0.0588,-1.4939,-149.4,直接影响,强,正向中介,负向直接效应,完全中介,0.999,是,0.999,0.001,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-149.4%。
561,疾病_肢体动脉硬化 → 疾病_颈总动脉斑块 → 疾病_心律失常,0.1379,0.0763,0.1945,0.0319,-0.0069,-0.1315,0.1045,0.063,0.131,0.0181,0.2311,0.0575,1.4382,143.8,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为143.8%。
562,疾病_肢体动脉硬化 → 疾病_颈总动脉斑块 → 疾病_老年性白内障,0.1264,0.0733,0.1841,0.0299,0.2085,0.0906,0.3153,0.0596,0.3349,0.2343,0.4325,0.0536,0.3872,38.7,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为38.7%。
563,检验_球蛋白 → 检验_总蛋白 → 检验_钙,0.0868,0.0442,0.1347,0.0241,0.0137,-0.1067,0.1136,0.0592,0.1005,-0.0029,0.2093,0.0583,1.1499,115.0,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为115.0%。
564,检验_球蛋白 → 检验_总蛋白 → 检验_白蛋白,0.1448,0.0833,0.1973,0.031,-0.1535,-0.2575,-0.0496,0.0562,-0.0086,-0.1182,0.1006,0.0582,8.4224,842.2,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为842.2%。
565,检验_单核细胞比率 → 检验_白细胞 → 检验_中性粒细胞数量,0.0953,0.0385,0.1544,0.0318,-0.1637,-0.2468,-0.0603,0.0492,-0.0684,-0.1771,0.0339,0.0564,-3.8458,-384.6,直接影响,强,正向中介,负向直接效应,完全中介,0.9995,是,0.9995,0.0005,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-384.6%。
566,检验_单核细胞比率 → 检验_白细胞 → 药物_二羟丙茶碱注射液,-0.0109,-0.0339,0.0082,0.0112,-0.0565,-0.1675,0.0668,0.0626,-0.0675,-0.1773,0.0504,0.0611,0.1242,12.4,直接影响,强,负向中介,负向直接效应,弱中介,0.858,否,0.142,0.858,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为12.4%。
567,检验_白蛋白 → 检验_总蛋白 → 检验_钙,0.11,0.0524,0.1658,0.0302,0.0737,-0.0472,0.1957,0.0643,0.1837,0.0695,0.2915,0.0589,0.6999,70.0,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为70.0%。
568,检验_白蛋白 → 检验_总蛋白 → 检验_球蛋白,0.1629,0.1048,0.2292,0.0323,-0.1729,-0.292,-0.0592,0.0607,-0.0101,-0.1159,0.0973,0.0565,-5.3462,-534.6,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-534.6%。
